Reporting Customer,Parent Customer/Project: Company Name,Customer,Transaction Type,Document Number,P.O. No.,Date,Due Date,Age,Bucket,Amount (Gross),Open Balance,Gross vs Amt Due,Email,Email 2,Sales Channel: Name,Memo,Terms: Name,Sales Rep: Name,Transaction Reason,Channel Clean,Snapshot Date
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV839533,Email - Aurora,2026-04-09,2026-05-24,50,31-60,100.35,100.35,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV840126,Email - Aurora,2026-04-16,2026-05-31,43,31-60,223.55,223.55,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV840847,Email - Aurora,2026-04-23,2026-06-07,36,31-60,614.73,614.73,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV842233,Email - Aurora,2026-05-07,2026-06-21,22,15-30,53.0,53.0,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV843651,Email - Aurora,2026-05-21,2026-07-05,8,1-14,59.68,59.68,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV843668,Email - Aurora,2026-05-21,2026-07-05,8,1-14,355.71,355.71,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV843799,Blackstrap - Correction,2026-05-22,2026-07-06,7,1-14,94.54,94.54,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV844288,Email - Aurora,2026-05-28,2026-07-12,1,1-14,671.54,671.54,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV845001,Aurora - Email,2026-06-05,2026-07-20,-7,Current,608.3,608.3,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV845465,Email - Aurora,2026-06-11,2026-07-26,-13,Current,873.47,873.47,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV846089,Email - Aurora,2026-06-18,2026-08-02,-20,Current,131.71,131.71,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV846799,Email - Aurora,2026-06-25,2026-08-09,-27,Current,184.8,184.8,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV847167,Email - Aurora,2026-07-01,2026-08-15,-33,Current,312.88,312.88,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV847757,Email - Aurora,2026-07-09,2026-08-23,-41,Current,1012.55,1012.55,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV838141,Email - Aurora,2026-03-27,2026-05-11,63,61-90,129.37,129.37,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV840695,Carlos,2026-04-22,2026-06-06,37,31-60,60.91,40.91,20.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV843640,Email - Aurora,2026-05-21,2026-07-05,8,1-14,327.85,327.85,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV843650,Email - Aurora,2026-05-21,2026-07-05,8,1-14,59.68,59.68,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV844289,Email - Aurora,2026-05-28,2026-07-12,1,1-14,749.4,749.4,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV846033,Email - Aurora,2026-06-18,2026-08-02,-20,Current,109.58,109.58,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV847143,Email - Aurora,2026-07-01,2026-08-15,-33,Current,56.34,56.34,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135037 Chaos Enterprises - Perry's Cafe #6 (Cali Incline, Seasonal)",Invoice [AR INVOICE],INV847735,Email - Aurora,2026-07-09,2026-08-23,-41,Current,217.27,217.27,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV825058,Email - Dia,2025-11-06,2025-12-21,204,91+,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV831524,Dia - Email,2026-01-15,2026-03-01,134,91+,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV833339,Dia - Email,2026-02-05,2026-03-22,113,91+,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV835398,Dia - Email 02/24/26,2026-02-27,2026-04-13,91,91+,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV837156,Email - Dia,2026-03-18,2026-05-02,72,61-90,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV838871,Email - Dia,2026-04-02,2026-05-17,57,31-60,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV840353,Email - Dia,2026-04-20,2026-06-04,39,31-60,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV841832,S/O,2026-05-04,2026-06-18,25,15-30,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV843281,S/O,2026-05-18,2026-07-02,11,1-14,144.5,144.5,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV844445,S/O,2026-06-01,2026-07-16,-3,Current,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV845613,S/O,2026-06-15,2026-07-30,-17,Current,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV846909,S/O,2026-06-28,2026-08-12,-30,Current,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
GS Desmond LLC,,CW135055 GS Desmond LLC,Invoice [AR INVOICE],INV847935,S/O,2026-07-13,2026-08-27,-45,Current,260.71,260.71,0.0,thedesmondmgr@greystar.com,,Foodservice Direct,,Net 45,Jonathan Ghattas,,Foodservice Direct,2026-07-13
Sunlife Organics - Point Dume,,CW135113 Sunlife Organics - Point Dume,Chargeback,CM67871,Billcom Virtual card 05.04.26 | PYMT100321,2026-05-04,2026-05-04,70,61-90,-446.34,-446.34,0.0,kevin@teamwolverine.com,,Foodservice Direct,Duplicate Payment | INV839223,Net 7,Phil Hand,Duplicate PMT,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV838440,O260327TNC3RN,2026-03-31,2026-03-31,104,91+,1719.12,1719.12,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV839194,O260404UTR6SK,2026-04-07,2026-04-07,97,91+,2834.17,2834.17,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV839764,O2604106WISFP,2026-04-14,2026-04-14,90,61-90,1573.85,1573.85,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV840570,O2604185VLGLY,2026-04-21,2026-04-21,83,61-90,724.26,724.26,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV841433,O260425M4OSJZ,2026-04-28,2026-04-28,76,61-90,969.78,969.78,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV841440,O260425M4OSJZ,2026-04-28,2026-04-28,76,61-90,358.08,358.08,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV842001,O260431XEHVQP,2026-05-05,2026-05-05,69,61-90,961.78,961.78,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV842420,O260321BSGKXH,2026-05-11,2026-05-11,63,61-90,1481.84,1481.84,0.0,rocky@okayamakobousa.com,,Foodservice Direct,*ordered 7 cases of sb vanilla smoothie.,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV842562,O2605087E63DI,2026-05-12,2026-05-12,62,61-90,1731.13,1731.13,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV843400,O260516XILBQQ,2026-05-19,2026-05-19,55,31-60,512.6,512.6,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV843538,O260516XILBQQ,2026-05-20,2026-05-20,54,31-60,38.78,38.78,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV844003,O260521QRRW2X,2026-05-26,2026-05-26,48,31-60,1045.97,1045.97,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,,CW135128 Okayama Kobo Bakery - Anaheim,Invoice [AR INVOICE],INV844583,O260530YZUHKO,2026-06-02,2026-06-02,41,31-60,1481.23,1481.23,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV838433,,2026-03-31,2026-03-31,104,91+,961.31,961.31,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV839099,O2604034H63FH,2026-04-06,2026-04-06,98,91+,2694.72,2694.72,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV839782,O2604106CAC2E,2026-04-14,2026-04-14,90,61-90,1382.44,1382.44,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV840543,O260417E3P5UX,2026-04-21,2026-04-21,83,61-90,812.11,812.11,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV841429,O2604244FCOQR,2026-04-28,2026-04-28,76,61-90,2146.77,2146.77,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV841446,O2604243ISXBM,2026-04-28,2026-04-28,76,61-90,334.8,334.8,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV841963,O260431LN5O3H,2026-05-05,2026-05-05,69,61-90,1329.16,1329.16,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV842404,O260320ZX2ABG,2026-05-11,2026-05-11,63,61-90,59.68,59.68,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV842564,O260508QPXFV2,2026-05-12,2026-05-12,62,61-90,657.22,657.22,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV843391,O260515ZEOTTD,2026-05-19,2026-05-19,55,31-60,542.44,542.44,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV843997,O260522JFEZVK,2026-05-26,2026-05-26,48,31-60,903.79,903.79,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV844361,O260522JFEZVK,2026-05-29,2026-05-29,45,31-60,22.0,22.0,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV844591,O260529D4YTIM,2026-06-02,2026-06-02,41,31-60,1813.49,1813.49,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV845239,O260605M27K55,2026-06-09,2026-06-09,34,31-60,1895.55,1895.55,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV845790,O260612WK7ZW5,2026-06-16,2026-06-16,27,15-30,1896.12,1896.12,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV846517,O260619P4EM4K,2026-06-23,2026-06-23,20,15-30,208.88,208.88,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV846531,O260619P4EM4K,2026-06-23,2026-06-23,20,15-30,30.48,30.48,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV847048,O260626FLZB63,2026-06-30,2026-06-30,13,1-14,270.0,270.0,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV847056,O260626FLZB63,2026-06-30,2026-06-30,13,1-14,208.88,208.88,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
Okayama Kobo Bakery - Anaheim,Okayama Kobo Bakery - Anaheim,CW135128 Okayama Kobo Bakery - Anaheim:CW135867 Okayama Kobo - DTLA,Invoice [AR INVOICE],INV847504,O260703QMLS3Y,2026-07-07,2026-07-07,6,1-14,2322.81,2322.81,0.0,rocky@okayamakobousa.com,,Foodservice Direct,,ACH Pull (Autopay Due Date),Phil Hand,,Foodservice Direct,2026-07-13
